ཀུམ ཀུམ
སློབས སློབ
གསག 0
གསང གསང
གསངས 0
གསད གསོད
གསན གསན
གསབ 0
གསིག གསིག
གསིགས གསིག
གསིང གསིང
གསིངས གསིང
གསིར 0
གསིལ 0
གསུང 0
གསུངས 0
གསུབ 0
གསུབས 0
གསུར གསུར
གསེ 0
གསེག གསེག
གསེད 0
གསེས 0
གསོ 0
གསོག གསོག
གསོགས གསེག
གསོང 0
གསོངས གསང
གསོད གསོད
གསོན 0
གསོབ གསོབ
གསོར 0
གསོལ གསོལ
གསོས 0
བསག གསོག
བསགས གསོག
བསང བསང
བསངས བསང
བསད གསོད
བསབ གསོབ
བསབས གསོབ
བསམ སེམས
བསམས སེམས
བསར 0
བསལ 0
བསིག གསིག
བསིགས གསིག
བསིང གསིང
བསིངས གསིང
བསིར 0
བསིལ 0
བསུ 0
བསུན 0
བསུབ སུབ
བསུབས 0
བསུམ སུམ
བསུམས སུམ
བསུས 0
བསེག གསེག
བསེགས གསེག
བསེད 0
བསེར བསེར
བསོ བསོ
བསོག 0
བསོགས 0
བསོངས བསང
བསོད བསོད
བསོར 0
བསོས བསོ
བསྲང སྲོང
བསྲངས སྲོང
བསྲད 0
བསྲན 0
བསྲབ སྲབ
བསྲབས སྲབ
བསྲི སྲི
བསྲིང སྲིང
བསྲིངས སྲིང
བསྲིབ 0
བསྲིབས 0
བསྲིས སྲི
བསྲུང སྲུང
བསྲུངས སྲུང
བསྲུན 0
བསྲུབ སྲུབ
བསྲུབས སྲུབ
བསྲུལ 0
བསྲེ སྲེ
བསྲེག སྲེག
བསྲེགས སྲེག
བསྲེལ 0
བསྲེས སྲེ
བསྲོ སྲོ
བསྲོས སྲོ
བསླ སླ
བསླང སློང
བསླངས སློང
བསླད 0
བསླན 0
བསླབ སློབ
བསླབས སློབ
བསླས སླ
བསླུ སླུ
བསླུས སླུ
བསླེ སླེ
བསླེབ 0
བསླེབས སླེབས
བསླེས སླེ
བསློག སློག
བསློགས སློག
ཧད ཧད
ཧལ ཧལ
ཧོལ ཧོལ
ཧྲང ཧྲང
ཧྲད ཧྲད
ཧྲོངས ཧྲང
ཧྲོད ཧྲད
ལྷགས ལྷགས
ལྷུག ལྷུག
ལྷུགས 0
ལྷུང ལྷུང
ལྷོང ལྷོང
ལྷོངས ལྷོང
ལྷོད ལྷོད
ལྷོན ལྷོན
